id,outageYear,outageMonth,outageDay,stopName,Line,lat,lon
90004,2018,12,5,30th St--RR,Regional Rail,39.95600193,-75.18195757
90004,2018,12,6,30th St--RR,Regional Rail,39.95600193,-75.18195757
90004,2018,12,7,30th St--RR,Regional Rail,39.95600193,-75.18195757
90004,2018,12,8,30th St--RR,Regional Rail,39.95600193,-75.18195757
90004,2018,12,9,30th St--RR,Regional Rail,39.95600193,-75.18195757
90004,2018,12,10,30th St--RR,Regional Rail,39.95600193,-75.18195757
90004,2018,12,11,30th St--RR,Regional Rail,39.95600193,-75.18195757
90004,2018,12,12,30th St--RR,Regional Rail,39.95600193,-75.18195757
90004,2018,12,13,30th St--RR,Regional Rail,39.95600193,-75.18195757
90004,2018,12,14,30th St--RR,Regional Rail,39.95600193,-75.18195757
90004,2018,12,15,30th St--RR,Regional Rail,39.95600193,-75.18195757
90004,2018,12,16,30th St--RR,Regional Rail,39.95600193,-75.18195757
90004,2018,12,17,30th St--RR,Regional Rail,39.95600193,-75.18195757
90004,2018,12,18,30th St--RR,Regional Rail,39.95600193,-75.18195757
90004,2018,12,19,30th St--RR,Regional Rail,39.95600193,-75.18195757
90004,2018,12,20,30th St--RR,Regional Rail,39.95600193,-75.18195757
90004,2018,12,21,30th St--RR,Regional Rail,39.95600193,-75.18195757
90004,2019,3,30,30th St--RR,Regional Rail,39.95600193,-75.18195757
90004,2019,3,31,30th St--RR,Regional Rail,39.95600193,-75.18195757
2452,2017,12,2,40th St,MFL,39.95722611,-75.20142525
2452,2017,12,8,40th St,MFL,39.95722611,-75.20142525
2452,2017,12,21,40th St,MFL,39.95722611,-75.20142525
2452,2018,1,4,40th St,MFL,39.95722611,-75.20142525
2452,2018,1,6,40th St,MFL,39.95722611,-75.20142525
2452,2018,1,7,40th St,MFL,39.95722611,-75.20142525
2452,2018,1,8,40th St,MFL,39.95722611,-75.20142525
2452,2018,1,29,40th St,MFL,39.95722611,-75.20142525
2452,2018,2,13,40th St,MFL,39.95722611,-75.20142525
2452,2018,3,3,40th St,MFL,39.95722611,-75.20142525
2452,2018,3,7,40th St,MFL,39.95722611,-75.20142525
2452,2018,3,8,40th St,MFL,39.95722611,-75.20142525
2452,2018,3,15,40th St,MFL,39.95722611,-75.20142525
2452,2018,3,21,40th St,MFL,39.95722611,-75.20142525
2452,2018,3,22,40th St,MFL,39.95722611,-75.20142525
2452,2018,6,1,40th St,MFL,39.95722611,-75.20142525
2452,2018,6,9,40th St,MFL,39.95722611,-75.20142525
2452,2018,6,10,40th St,MFL,39.95722611,-75.20142525
2452,2018,6,11,40th St,MFL,39.95722611,-75.20142525
2452,2018,6,18,40th St,MFL,39.95722611,-75.20142525
2452,2018,6,19,40th St,MFL,39.95722611,-75.20142525
2452,2018,6,21,40th St,MFL,39.95722611,-75.20142525
2452,2018,7,6,40th St,MFL,39.95722611,-75.20142525
2452,2018,7,13,40th St,MFL,39.95722611,-75.20142525
2452,2018,8,20,40th St,MFL,39.95722611,-75.20142525
2452,2018,8,21,40th St,MFL,39.95722611,-75.20142525
2452,2018,9,28,40th St,MFL,39.95722611,-75.20142525
2452,2018,10,3,40th St,MFL,39.95722611,-75.20142525
2452,2018,10,11,40th St,MFL,39.95722611,-75.20142525
2452,2018,11,25,40th St,MFL,39.95722611,-75.20142525
2452,2019,1,17,40th St,MFL,39.95722611,-75.20142525
2452,2019,1,21,40th St,MFL,39.95722611,-75.20142525
2452,2019,2,8,40th St,MFL,39.95722611,-75.20142525
2452,2019,2,9,40th St,MFL,39.95722611,-75.20142525
2452,2019,2,25,40th St,MFL,39.95722611,-75.20142525
2452,2019,3,16,40th St,MFL,39.95722611,-75.20142525
2451,2017,3,11,46th St,MFL,39.95884824,-75.214027
2451,2017,3,27,46th St,MFL,39.95884824,-75.214027
2451,2017,3,28,46th St,MFL,39.95884824,-75.214027
2451,2017,4,10,46th St,MFL,39.95884824,-75.214027
2451,2017,4,21,46th St,MFL,39.95884824,-75.214027
2451,2017,4,30,46th St,MFL,39.95884824,-75.214027
2451,2017,5,16,46th St,MFL,39.95884824,-75.214027
2451,2017,5,18,46th St,MFL,39.95884824,-75.214027
2451,2017,5,19,46th St,MFL,39.95884824,-75.214027
2451,2017,5,23,46th St,MFL,39.95884824,-75.214027
2451,2017,7,2,46th St,MFL,39.95884824,-75.214027
2451,2017,7,13,46th St,MFL,39.95884824,-75.214027
2451,2017,7,16,46th St,MFL,39.95884824,-75.214027
2451,2017,7,17,46th St,MFL,39.95884824,-75.214027
2451,2017,7,19,46th St,MFL,39.95884824,-75.214027
2451,2017,7,28,46th St,MFL,39.95884824,-75.214027
2451,2017,8,7,46th St,MFL,39.95884824,-75.214027
2451,2017,8,8,46th St,MFL,39.95884824,-75.214027
2451,2017,8,21,46th St,MFL,39.95884824,-75.214027
2451,2017,8,31,46th St,MFL,39.95884824,-75.214027
2451,2017,9,1,46th St,MFL,39.95884824,-75.214027
2451,2017,9,11,46th St,MFL,39.95884824,-75.214027
2451,2017,9,25,46th St,MFL,39.95884824,-75.214027
2451,2017,9,30,46th St,MFL,39.95884824,-75.214027
2451,2017,10,10,46th St,MFL,39.95884824,-75.214027
2451,2017,12,16,46th St,MFL,39.95884824,-75.214027
2451,2017,12,17,46th St,MFL,39.95884824,-75.214027
2451,2017,12,22,46th St,MFL,39.95884824,-75.214027
2451,2018,1,4,46th St,MFL,39.95884824,-75.214027
2451,2018,1,6,46th St,MFL,39.95884824,-75.214027
2451,2018,1,7,46th St,MFL,39.95884824,-75.214027
2451,2018,1,13,46th St,MFL,39.95884824,-75.214027
2451,2018,1,14,46th St,MFL,39.95884824,-75.214027
2451,2018,1,25,46th St,MFL,39.95884824,-75.214027
2451,2018,1,27,46th St,MFL,39.95884824,-75.214027
2451,2018,2,20,46th St,MFL,39.95884824,-75.214027
2451,2018,4,9,46th St,MFL,39.95884824,-75.214027
2451,2018,5,18,46th St,MFL,39.95884824,-75.214027
2451,2018,6,22,46th St,MFL,39.95884824,-75.214027
2451,2018,7,10,46th St,MFL,39.95884824,-75.214027
2451,2018,8,5,46th St,MFL,39.95884824,-75.214027
2451,2018,8,6,46th St,MFL,39.95884824,-75.214027
2451,2018,9,11,46th St,MFL,39.95884824,-75.214027
2451,2018,9,16,46th St,MFL,39.95884824,-75.214027
2451,2018,9,17,46th St,MFL,39.95884824,-75.214027
2451,2018,10,3,46th St,MFL,39.95884824,-75.214027
2451,2018,10,7,46th St,MFL,39.95884824,-75.214027
2451,2018,10,8,46th St,MFL,39.95884824,-75.214027
2451,2018,10,9,46th St,MFL,39.95884824,-75.214027
2451,2018,11,3,46th St,MFL,39.95884824,-75.214027
2451,2018,11,5,46th St,MFL,39.95884824,-75.214027
2451,2018,11,27,46th St,MFL,39.95884824,-75.214027
2451,2018,12,2,46th St,MFL,39.95884824,-75.214027
2451,2018,12,8,46th St,MFL,39.95884824,-75.214027
2451,2018,12,14,46th St,MFL,39.95884824,-75.214027
2451,2019,1,27,46th St,MFL,39.95884824,-75.214027
2451,2019,2,1,46th St,MFL,39.95884824,-75.214027
2451,2019,2,5,46th St,MFL,39.95884824,-75.214027
2451,2019,2,13,46th St,MFL,39.95884824,-75.214027
2451,2019,3,12,46th St,MFL,39.95884824,-75.214027
2451,2019,3,13,46th St,MFL,39.95884824,-75.214027
2451,2019,3,30,46th St,MFL,39.95884824,-75.214027
2450,2017,3,3,52nd St,MFL,39.96014045,-75.22460232
2450,2017,3,14,52nd St,MFL,39.96014045,-75.22460232
2450,2017,3,15,52nd St,MFL,39.96014045,-75.22460232
2450,2017,3,18,52nd St,MFL,39.96014045,-75.22460232
2450,2017,3,19,52nd St,MFL,39.96014045,-75.22460232
2450,2017,3,20,52nd St,MFL,39.96014045,-75.22460232
2450,2017,3,30,52nd St,MFL,39.96014045,-75.22460232
2450,2017,4,13,52nd St,MFL,39.96014045,-75.22460232
2450,2017,4,23,52nd St,MFL,39.96014045,-75.22460232
2450,2017,5,23,52nd St,MFL,39.96014045,-75.22460232
2450,2017,6,11,52nd St,MFL,39.96014045,-75.22460232
2450,2017,7,6,52nd St,MFL,39.96014045,-75.22460232
2450,2017,7,7,52nd St,MFL,39.96014045,-75.22460232
2450,2017,7,8,52nd St,MFL,39.96014045,-75.22460232
2450,2017,8,4,52nd St,MFL,39.96014045,-75.22460232
2450,2017,9,15,52nd St,MFL,39.96014045,-75.22460232
2450,2017,9,28,52nd St,MFL,39.96014045,-75.22460232
2450,2017,9,29,52nd St,MFL,39.96014045,-75.22460232
2450,2017,9,30,52nd St,MFL,39.96014045,-75.22460232
2450,2017,10,5,52nd St,MFL,39.96014045,-75.22460232
2450,2017,10,8,52nd St,MFL,39.96014045,-75.22460232
2450,2017,10,10,52nd St,MFL,39.96014045,-75.22460232
2450,2017,10,24,52nd St,MFL,39.96014045,-75.22460232
2450,2017,10,25,52nd St,MFL,39.96014045,-75.22460232
2450,2017,10,26,52nd St,MFL,39.96014045,-75.22460232
2450,2017,11,3,52nd St,MFL,39.96014045,-75.22460232
2450,2017,11,4,52nd St,MFL,39.96014045,-75.22460232
2450,2017,11,6,52nd St,MFL,39.96014045,-75.22460232
2450,2017,11,11,52nd St,MFL,39.96014045,-75.22460232
2450,2017,11,18,52nd St,MFL,39.96014045,-75.22460232
2450,2017,11,19,52nd St,MFL,39.96014045,-75.22460232
2450,2017,11,21,52nd St,MFL,39.96014045,-75.22460232
2450,2017,11,24,52nd St,MFL,39.96014045,-75.22460232
2450,2017,12,8,52nd St,MFL,39.96014045,-75.22460232
2450,2017,12,9,52nd St,MFL,39.96014045,-75.22460232
2450,2017,12,10,52nd St,MFL,39.96014045,-75.22460232
2450,2017,12,16,52nd St,MFL,39.96014045,-75.22460232
2450,2017,12,19,52nd St,MFL,39.96014045,-75.22460232
2450,2017,12,26,52nd St,MFL,39.96014045,-75.22460232
2450,2017,12,29,52nd St,MFL,39.96014045,-75.22460232
2450,2018,1,4,52nd St,MFL,39.96014045,-75.22460232
2450,2018,1,6,52nd St,MFL,39.96014045,-75.22460232
2450,2018,1,9,52nd St,MFL,39.96014045,-75.22460232
2450,2018,1,12,52nd St,MFL,39.96014045,-75.22460232
2450,2018,1,23,52nd St,MFL,39.96014045,-75.22460232
2450,2018,1,31,52nd St,MFL,39.96014045,-75.22460232
2450,2018,2,2,52nd St,MFL,39.96014045,-75.22460232
2450,2018,2,13,52nd St,MFL,39.96014045,-75.22460232
2450,2018,2,17,52nd St,MFL,39.96014045,-75.22460232
